9.995943397585863588e-01 4.056602414135553406e-04
1.038465406652478440e-01 8.961534593347522115e-01
9.999987723033486597e-01 1.227696651384802134e-06
1.038465406652478440e-01 8.961534593347522115e-01
9.987578794093460166e-01 1.242120590654031964e-03
4.573048721857414468e-04 9.995426951278142402e-01
1.898267541937927183e-01 8.101732458062074205e-01
9.995943397585863588e-01 4.056602414135553406e-04
2.007986104780215275e-01 7.992013895219785002e-01
4.573048721857414468e-04 9.995426951278142402e-01
9.909887153582675693e-04 9.990090112846418124e-01
2.321666507933074016e-06 9.999976783334919572e-01
9.995943397585863588e-01 4.056602414135553406e-04
2.007986104780215275e-01 7.992013895219785002e-01
2.007986104780215275e-01 7.992013895219785002e-01
6.088896236980065879e-01 3.911103763019933011e-01
9.995943397585863588e-01 4.056602414135553406e-04
6.088896236980065879e-01 3.911103763019933011e-01
1.038465406652478440e-01 8.961534593347522115e-01
4.573048721857414468e-04 9.995426951278142402e-01
2.007986104780215275e-01 7.992013895219785002e-01
9.999987723033486597e-01 1.227696651384802134e-06
3.368754977702629883e-01 6.631245022297370673e-01
4.573048721857414468e-04 9.995426951278142402e-01
9.994088016978009970e-01 5.911983021990084661e-04
4.521541684685585483e-01 5.478458315314413962e-01
9.958045106153109449e-01 4.195489384689135744e-03
1.187571667630918761e-03 9.988124283323690511e-01
9.909887153582675693e-04 9.990090112846418124e-01
4.573048721857414468e-04 9.995426951278142402e-01
2.007986104780215275e-01 7.992013895219785002e-01
2.007986104780215275e-01 7.992013895219785002e-01
4.573048721857414468e-04 9.995426951278142402e-01
1.187571667630918761e-03 9.988124283323690511e-01
9.980605855901724111e-01 1.939414409827627112e-03
5.876932561068023498e-04 9.994123067438932528e-01
8.364416532415973604e-01 1.635583467584027506e-01
3.368754977702629883e-01 6.631245022297370673e-01
1.038465406652478440e-01 8.961534593347522115e-01
9.999987723033486597e-01 1.227696651384802134e-06
9.974916813846219643e-01 2.508318615378120255e-03
9.999987723033486597e-01 1.227696651384802134e-06
9.980605855901724111e-01 1.939414409827627112e-03
2.321666507933074016e-06 9.999976783334919572e-01
9.987578794093460166e-01 1.242120590654031964e-03
6.252963951015458877e-01 3.747036048984542234e-01
4.179390069118282258e-01 5.820609930881718297e-01
5.876932561068023498e-04 9.994123067438932528e-01
1.038465406652478440e-01 8.961534593347522115e-01
4.521541684685585483e-01 5.478458315314413962e-01
4.573048721857414468e-04 9.995426951278142402e-01
6.088896236980065879e-01 3.911103763019933011e-01
1.898267541937927183e-01 8.101732458062074205e-01
9.994088016978009970e-01 5.911983021990084661e-04
3.630456355370081239e-03 9.963695436446299292e-01
3.247956042681907247e-03 9.967520439573180902e-01
3.247956042681907247e-03 9.967520439573180902e-01
1.898267541937927183e-01 8.101732458062074205e-01
9.909887153582675693e-04 9.990090112846418124e-01
2.321666507933074016e-06 9.999976783334919572e-01
9.995943397585863588e-01 4.056602414135553406e-04
9.909887153582675693e-04 9.990090112846418124e-01
9.987578794093460166e-01 1.242120590654031964e-03
9.980605855901724111e-01 1.939414409827627112e-03
3.368754977702629883e-01 6.631245022297370673e-01
6.088896236980065879e-01 3.911103763019933011e-01
6.088896236980065879e-01 3.911103763019933011e-01
2.321666507933074016e-06 9.999976783334919572e-01
9.994088016978009970e-01 5.911983021990084661e-04
4.179390069118282258e-01 5.820609930881718297e-01
5.876932561068023498e-04 9.994123067438932528e-01
4.179390069118282258e-01 5.820609930881718297e-01
1.187571667630918761e-03 9.988124283323690511e-01
4.521541684685585483e-01 5.478458315314413962e-01
4.573048721857414468e-04 9.995426951278142402e-01
2.321666507933074016e-06 9.999976783334919572e-01
4.521541684685585483e-01 5.478458315314413962e-01
2.321666507933074016e-06 9.999976783334919572e-01
6.088896236980065879e-01 3.911103763019933011e-01
1.898267541937927183e-01 8.101732458062074205e-01
9.994088016978009970e-01 5.911983021990084661e-04
9.999987723033486597e-01 1.227696651384802134e-06
5.876932561068023498e-04 9.994123067438932528e-01
3.630456355370081239e-03 9.963695436446299292e-01
6.252963951015458877e-01 3.747036048984542234e-01
1.898267541937927183e-01 8.101732458062074205e-01
3.368754977702629883e-01 6.631245022297370673e-01
6.252963951015458877e-01 3.747036048984542234e-01
2.321666507933074016e-06 9.999976783334919572e-01
4.521541684685585483e-01 5.478458315314413962e-01
9.987578794093460166e-01 1.242120590654031964e-03
4.573048721857414468e-04 9.995426951278142402e-01
5.876932561068023498e-04 9.994123067438932528e-01
9.909887153582675693e-04 9.990090112846418124e-01
2.321666507933074016e-06 9.999976783334919572e-01
9.995943397585863588e-01 4.056602414135553406e-04
6.252963951015458877e-01 3.747036048984542234e-01
9.958045106153109449e-01 4.195489384689135744e-03
9.999987723033486597e-01 1.227696651384802134e-06
4.573048721857414468e-04 9.995426951278142402e-01
9.999987723033486597e-01 1.227696651384802134e-06
9.994088016978009970e-01 5.911983021990084661e-04
9.994088016978009970e-01 5.911983021990084661e-04
8.364416532415973604e-01 1.635583467584027506e-01
1.898267541937927183e-01 8.101732458062074205e-01
8.364416532415973604e-01 1.635583467584027506e-01
9.995943397585863588e-01 4.056602414135553406e-04
1.038465406652478440e-01 8.961534593347522115e-01
9.987578794093460166e-01 1.242120590654031964e-03
9.909887153582675693e-04 9.990090112846418124e-01
1.038465406652478440e-01 8.961534593347522115e-01
1.898267541937927183e-01 8.101732458062074205e-01
4.573048721857414468e-04 9.995426951278142402e-01
1.187571667630918761e-03 9.988124283323690511e-01
9.999987723033486597e-01 1.227696651384802134e-06
2.007986104780215275e-01 7.992013895219785002e-01
9.999987723033486597e-01 1.227696651384802134e-06
9.958045106153109449e-01 4.195489384689135744e-03
2.007986104780215275e-01 7.992013895219785002e-01
1.898267541937927183e-01 8.101732458062074205e-01
9.980605855901724111e-01 1.939414409827627112e-03
3.368754977702629883e-01 6.631245022297370673e-01
9.999987723033486597e-01 1.227696651384802134e-06
4.573048721857414468e-04 9.995426951278142402e-01
8.364416532415973604e-01 1.635583467584027506e-01
9.994088016978009970e-01 5.911983021990084661e-04
9.974916813846219643e-01 2.508318615378120255e-03
9.994088016978009970e-01 5.911983021990084661e-04
4.573048721857414468e-04 9.995426951278142402e-01
4.573048721857414468e-04 9.995426951278142402e-01
1.187571667630918761e-03 9.988124283323690511e-01
4.521541684685585483e-01 5.478458315314413962e-01
2.321666507933074016e-06 9.999976783334919572e-01
9.980605855901724111e-01 1.939414409827627112e-03
5.876932561068023498e-04 9.994123067438932528e-01
9.987578794093460166e-01 1.242120590654031964e-03
3.247956042681907247e-03 9.967520439573180902e-01
9.994088016978009970e-01 5.911983021990084661e-04
4.573048721857414468e-04 9.995426951278142402e-01
9.994088016978009970e-01 5.911983021990084661e-04
9.980605855901724111e-01 1.939414409827627112e-03
5.876932561068023498e-04 9.994123067438932528e-01
9.999987723033486597e-01 1.227696651384802134e-06
1.898267541937927183e-01 8.101732458062074205e-01
6.088896236980065879e-01 3.911103763019933011e-01
9.958045106153109449e-01 4.195489384689135744e-03
3.247956042681907247e-03 9.967520439573180902e-01
9.987578794093460166e-01 1.242120590654031964e-03
2.321666507933074016e-06 9.999976783334919572e-01
4.179390069118282258e-01 5.820609930881718297e-01
4.573048721857414468e-04 9.995426951278142402e-01
4.573048721857414468e-04 9.995426951278142402e-01
9.909887153582675693e-04 9.990090112846418124e-01
9.909887153582675693e-04 9.990090112846418124e-01
9.980605855901724111e-01 1.939414409827627112e-03
2.007986104780215275e-01 7.992013895219785002e-01
3.368754977702629883e-01 6.631245022297370673e-01
2.321666507933074016e-06 9.999976783334919572e-01
3.247956042681907247e-03 9.967520439573180902e-01
5.876932561068023498e-04 9.994123067438932528e-01
2.321666507933074016e-06 9.999976783334919572e-01
6.088896236980065879e-01 3.911103763019933011e-01
2.007986104780215275e-01 7.992013895219785002e-01
5.876932561068023498e-04 9.994123067438932528e-01
4.573048721857414468e-04 9.995426951278142402e-01
3.247956042681907247e-03 9.967520439573180902e-01
9.995943397585863588e-01 4.056602414135553406e-04
4.573048721857414468e-04 9.995426951278142402e-01
9.994088016978009970e-01 5.911983021990084661e-04
6.088896236980065879e-01 3.911103763019933011e-01
4.573048721857414468e-04 9.995426951278142402e-01
3.368754977702629883e-01 6.631245022297370673e-01
9.980605855901724111e-01 1.939414409827627112e-03
9.909887153582675693e-04 9.990090112846418124e-01
5.876932561068023498e-04 9.994123067438932528e-01
9.999987723033486597e-01 1.227696651384802134e-06
5.876932561068023498e-04 9.994123067438932528e-01
9.987578794093460166e-01 1.242120590654031964e-03
4.573048721857414468e-04 9.995426951278142402e-01
9.999987723033486597e-01 1.227696651384802134e-06
3.247956042681907247e-03 9.967520439573180902e-01
1.187571667630918761e-03 9.988124283323690511e-01
9.999987723033486597e-01 1.227696651384802134e-06
4.179390069118282258e-01 5.820609930881718297e-01
9.999987723033486597e-01 1.227696651384802134e-06
9.909887153582675693e-04 9.990090112846418124e-01
9.974916813846219643e-01 2.508318615378120255e-03
